Date,Value,
23.01.2014,597.0000,
22.01.2014,610.6700,
21.01.2014,620.7500,
20.01.2014,624.9700,
19.01.2014,626.7400,
18.01.2014,602.4700,
17.01.2014,594.6100,
16.01.2014,606.6300,
15.01.2014,626.4800,
14.01.2014,606.0300,
13.01.2014,610.3600,
12.01.2014,596.1100,
11.01.2014,628.0500,
10.01.2014,659.0600,
09.01.2014,611.9700,
08.01.2014,609.9300,
07.01.2014,619.6400,
06.01.2014,672.3000,
05.01.2014,715.7300,
04.01.2014,624.1400,
03.01.2014,588.6500,
02.01.2014,589.1800,
01.01.2014,537.8900,
31.12.2013,544.7300,
30.12.2013,529.1600,
29.12.2013,532.7100,
28.12.2013,520.1500,
27.12.2013,531.0100,
26.12.2013,544.3200,
25.12.2013,511.3900,
24.12.2013,481.4100,
23.12.2013,473.9400,
22.12.2013,459.1100,
21.12.2013,464.9700,
20.12.2013,448.7800,
19.12.2013,494.3600,
18.12.2013,428.8700,
17.12.2013,348.5700,
16.12.2013,495.6400,
15.12.2013,591.6500,
14.12.2013,607.7200,
13.12.2013,646.7500,
12.12.2013,671.0300,
11.12.2013,638.9900,
10.12.2013,684.3000,
09.12.2013,680.3500,
08.12.2013,650.5900,
07.12.2013,578.8100,
06.12.2013,498.6900,
05.12.2013,743.8300,
04.12.2013,715.6200,
03.12.2013,802.2900,
02.12.2013,773.9400,
01.12.2013,761.2000,
30.11.2013,812.2400,
29.11.2013,870.8700,
28.11.2013,830.2200,
27.11.2013,745.6100,
26.11.2013,669.6000,
25.11.2013,627.1000,
24.11.2013,622.9100,
23.11.2013,599.9200,
22.11.2013,661.5200,
21.11.2013,562.4100,
20.11.2013,502.9400,
19.11.2013,419.3300,
18.11.2013,597.9000,
17.11.2013,441.5300,
16.11.2013,356.7300,
15.11.2013,326.2800,
14.11.2013,318.0300,
13.11.2013,315.5200,
12.11.2013,285.1200,
11.11.2013,281.1000,
10.11.2013,253.9500,
09.11.2013,253.1100,
08.11.2013,278.9600,
07.11.2013,236.0500,
06.11.2013,216.1300,
05.11.2013,191.1100,
04.11.2013,173.4100,
03.11.2013,160.3700,
02.11.2013,153.7100,
01.11.2013,153.9600,
31.10.2013,151.1600,
30.10.2013,148.3700,
29.10.2013,149.0200,
28.10.2013,146.4700,
27.10.2013,145.8600,
26.10.2013,141.9600,
25.10.2013,128.7200,
24.10.2013,130.8800,
23.10.2013,142.2000,
22.10.2013,151.8500,
21.10.2013,142.1900,
20.10.2013,133.6200,
19.10.2013,123.9500,
18.10.2013,122.7300,
17.10.2013,113.2900,
16.10.2013,108.9500,
15.10.2013,107.0400,
14.10.2013,107.0600,
13.10.2013,103.3500,
12.10.2013,100.9900,
11.10.2013,98.6700,
10.10.2013,96.6000,
09.10.2013,96.4400,
08.10.2013,96.5500,
07.10.2013,93.2000,
06.10.2013,94.2600,
05.10.2013,93.9600,
04.10.2013,93.8500,
03.10.2013,94.7500,
02.10.2013,89.0800,
01.10.2013,98.1700,
30.09.2013,98.6700,
29.09.2013,98.3900,
28.09.2013,100.5600,
27.09.2013,97.4800,
26.09.2013,96.5100,
25.09.2013,94.4800,
24.09.2013,94.4300,
23.09.2013,93.1700,
22.09.2013,93.8800,
21.09.2013,93.8700,
20.09.2013,94.1200,
19.09.2013,95.1900,
18.09.2013,96.6100,
17.09.2013,98.5900,
16.09.2013,97.7700,
15.09.2013,97.0800,
14.09.2013,96.4500,
13.09.2013,96.0500,
12.09.2013,100.4300,
11.09.2013,99.6600,
10.09.2013,97.4900,
09.09.2013,94.7400,
08.09.2013,95.6400,
07.09.2013,90.9900,
06.09.2013,93.2800,
05.09.2013,91.0800,
04.09.2013,96.7000,
03.09.2013,100.9200,
02.09.2013,134.2725,
01.09.2013,134.6627,
31.08.2013,137.3821,
30.08.2013,136.7214,
29.08.2013,125.0108,
28.08.2013,115.8689,
27.08.2013,82.7000,
26.08.2013,117.3686,
25.08.2013,76.8000,
24.08.2013,112.9385,
23.08.2013,111.9783,
22.08.2013,107.5196,
21.08.2013,111.9342,
20.08.2013,110.5471,
19.08.2013,112.9995,
18.08.2013,107.6068,
17.08.2013,105.5685,
16.08.2013,104.6478,
15.08.2013,102.8026,
14.08.2013,103.9473,
13.08.2013,105.2000,
12.08.2013,77.7000,
11.08.2013,97.0000,
10.08.2013,93.4072,
09.08.2013,96.7842,
08.08.2013,93.0000,
07.08.2013,96.3085,
06.08.2013,99.4238,
05.08.2013,99.2297,
04.08.2013,79.0000,
03.08.2013,96.7310,
02.08.2013,78.0000,
01.08.2013,95.0542,
31.07.2013,97.1993,
30.07.2013,97.7298,
29.07.2013,98.2575,
28.07.2013,92.7517,
27.07.2013,93.0494,
25.07.2013,90.0083,
24.07.2013,90.0958,
23.07.2013,89.2747,
22.07.2013,60.5100,
21.07.2013,88.0502,
20.07.2013,84.7270,
19.07.2013,85.3863,
18.07.2013,88.3465,
17.07.2013,87.6245,
16.07.2013,64.1026,
15.07.2013,92.8693,
14.07.2013,94.7232,
13.07.2013,90.1822,
12.07.2013,95.3876,
11.07.2013,93.0000,
10.07.2013,85.3411,
08.07.2013,74.4950,
07.07.2013,75.2249,
06.07.2013,70.2454,
05.07.2013,66.1500,
04.07.2013,57.3461,
03.07.2013,70.0000,
02.07.2013,75.0000,
01.07.2013,82.8478,
30.06.2013,85.7050,
29.06.2013,93.1080,
28.06.2013,92.8073,
27.06.2013,79.2000,
26.06.2013,94.4478,
25.06.2013,99.9689,
24.06.2013,97.9486,
23.06.2013,92.3998,
22.06.2013,99.8178,
21.06.2013,101.3666,
20.06.2013,100.8803,
19.06.2013,101.1338,
18.06.2013,76.6903,
17.06.2013,96.8358,
16.06.2013,94.4782,
15.06.2013,90.3282,
14.06.2013,93.7704,
13.06.2013,90.8642,
12.06.2013,93.7054,
11.06.2013,80.7608,
10.06.2013,103.4346,
08.06.2013,95.3464,
06.06.2013,104.5607,
05.06.2013,114.1764,
04.06.2013,113.9554,
03.06.2013,121.7880,
02.06.2013,113.1372,
01.06.2013,114.5627,
31.05.2013,123.0637,
30.05.2013,123.6000,
29.05.2013,127.2154,
28.05.2013,101.6900,
27.05.2013,103.0000,
26.05.2013,101.3100,
25.05.2013,101.5000,
